,0,1,2,3,4,5
258,2018-03-05 10:40:38,1,U0155,13.756689,100.54685,2110
259,2018-03-05 10:40:48,1,U0155,13.756711,100.54654,2144
260,2018-03-05 10:40:58,1,U0155,13.756663,100.54625,2176
261,2018-03-05 10:41:08,1,U0155,13.75653,100.54596,2210
262,2018-03-05 10:41:18,1,U0155,0,0,2210
263,2018-03-05 10:41:28,1,U0155,13.756136,100.54567,2264
264,2018-03-05 10:41:38,1,U0155,13.755723,100.545616,2310
265,2018-03-05 10:41:48,1,U0155,13.755554,100.54563,2329
266,2018-03-05 10:41:58,1,U0155,13.755247,100.545746,2366
267,2018-03-05 10:42:08,1,U0155,13.754857,100.54593,2413
268,2018-03-05 10:42:18,1,U0155,0,0,2413
269,2018-03-05 10:42:28,1,U0155,13.754509,100.54612,2457
270,2018-03-05 10:42:38,1,U0155,0,0,2457
271,2018-03-05 10:42:48,1,U0155,0,0,2457
272,2018-03-05 10:42:58,1,U0155,13.753602,100.546936,2591
273,2018-03-05 10:43:08,1,U0155,13.753242,100.54748,2662
274,2018-03-05 10:43:18,1,U0155,13.752372,100.548546,2813
275,2018-03-05 10:43:28,1,U0155,13.751511,100.54918,2931
276,2018-03-05 10:43:38,1,U0155,0,0,2931
277,2018-03-05 10:43:48,1,U0155,13.749963,100.549644,3110
278,2018-03-05 10:44:00,1,U0155,13.748966,100.54977,3222
279,2018-03-05 10:44:08,1,U0155,13.747529,100.54996,3383
280,2018-03-05 10:44:18,1,U0155,13.745427,100.55022,3618
281,2018-03-05 10:44:28,1,U0155,13.74331,100.5504,3855
282,2018-03-05 10:44:38,1,U0155,13.74331,100.5504,3855
283,2018-03-05 10:44:48,1,U0155,13.739177,100.55095,4318
284,2018-03-05 10:44:58,1,U0155,13.737312,100.551155,4527
285,2018-03-05 10:45:08,1,U0155,0,0,4527
286,2018-03-05 10:45:18,1,U0155,13.733721,100.55154,4928
287,2018-03-05 10:45:28,1,U0155,13.731841,100.55173,5139
288,2018-03-05 10:45:38,1,U0155,13.729638,100.55198,5385
289,2018-03-05 10:45:48,1,U0155,13.727336,100.552246,5643
290,2018-03-05 10:45:58,1,U0155,13.723893,100.55252,6027
291,2018-03-05 10:46:08,1,U0155,13.723893,100.55252,6027
292,2018-03-05 10:46:18,1,U0155,13.72146,100.55277,6300
293,2018-03-05 10:46:28,1,U0155,13.719332,100.55306,6538
294,2018-03-05 10:46:38,1,U0155,13.717932,100.5539,6718
295,2018-03-05 10:46:48,1,U0155,13.71694,100.55529,6905
296,2018-03-05 10:46:59,1,U0155,13.715456,100.55592,7083
297,2018-03-05 10:47:08,1,U0155,0,0,7083
298,2018-03-05 10:47:18,1,U0155,13.711781,100.55261,7627
299,2018-03-05 10:47:28,1,U0155,13.710386,100.55127,7839
300,2018-03-05 10:47:38,1,U0155,13.708832,100.54978,8075
301,2018-03-05 10:47:48,1,U0155,13.707543,100.548546,8271
302,2018-03-05 10:47:58,1,U0155,0,0,8271
303,2018-03-05 10:48:08,1,U0155,13.705164,100.54574,8674
304,2018-03-05 10:48:18,1,U0155,13.704551,100.54422,8851
305,2018-03-05 10:48:29,1,U0155,13.703425,100.54329,9012
306,2018-03-05 10:48:38,1,U0155,13.70196,100.542435,9199
307,2018-03-05 10:48:48,1,U0155,13.700271,100.54147,9414
308,2018-03-05 10:48:58,1,U0155,13.698599,100.54035,9636
309,2018-03-05 10:49:08,1,U0155,13.697257,100.538795,9861
310,2018-03-05 10:49:18,1,U0155,13.696299,100.5368,10102
311,2018-03-05 10:49:28,1,U0155,13.695427,100.534386,10380
